tipo_equipo,tipo_orden,unidad_trabajo,mes,trabajo_real,trabajo
"TEQ-31","CO4","H","2016-09","201.12","234.48"
"TEQ-50","CO5","H","2016-09","117.08","134.64"
"","CO5","H","2016-09","575.60","723.08"
"TEQ-73","CO3","H","2016-09","1357.24","1407.00"
"TEQ-48","CO5","H","2016-09","65.40","68.60"
"TEQ-31","CO3","H","2016-09","935.32","1120.12"
"TEQ-68","CO10","H","2016-09","246.52","241.80"
"TEQ-11","CO4","MIN","2016-09","39.60","39.60"
"TEQ-68","CO4","H","2016-09","703.08","751.00"
"TEQ-68","CO3","H","2016-09","1094.40","1089.68"
"TEQ-13","CO3","H","2016-09","194.52","226.20"
"TEQ-51","CO5","H","2016-09","150.60","209.92"
"TEQ-66","CO10","H","2016-09","124.72","123.92"
"TEQ-46","CO10","H","2016-09","90.68","90.88"
"TEQ-70","CO10","H","2016-09","209.76","210.96"
"TEQ-26","CO2","H","2016-09","186.12","201.96"
"TEQ-31","CO10","H","2016-09","337.56","441.16"
"TEQ-22","CO4","H","2016-09","311.32","350.00"
"TEQ-54","CO10","MIN","2016-09","31.68","31.68"
"TEQ-66","CO3","H","2016-09","850.36","875.28"
"TEQ-24","CO3","H","2016-09","1095.36","1202.72"
"TEQ-19","CO4","H","2016-09","711.84","764.72"
"","CO10","H","2016-09","2176.68","2779.16"
"TEQ-48","CO3","H","2016-09","646.72","657.68"
"TEQ-24","CO10","H","2016-09","709.88","776.68"
"TEQ-77","CO5","H","2016-09","47.56","67.32"
"","CO7","H","2016-09","17.08","57.48"
"TEQ-21","CO4","H","2016-09","174.24","178.20"
"TEQ-22","CO5","H","2016-09","32.52","43.56"
"TEQ-50","CO3","H","2016-09","919.92","1035.36"
"TEQ-19","CO3","H","2016-09","697.60","814.32"
"TEQ-47","CO3","H","2016-09","1237.16","1428.84"
"TEQ-19","CO5","H","2016-09","155.56","196.04"
"TEQ-74","CO3","H","2016-09","590.40","664.76"
"TEQ-27","CO2","H","2016-09","174.24","174.24"
"TEQ-17","CO10","H","2016-09","267.40","251.12"
"TEQ-45","CO4","MIN","2016-09","209.88","209.88"
"TEQ-19","CO2","H","2016-09","339.84","343.76"
"TEQ-46","CO3","H","2016-09","264.16","277.64"
"TEQ-68","CO5","H","2016-09","219.12","229.00"
"TEQ-26","CO4","H","2016-09","289.88","312.84"
"TEQ-70","CO5","H","2016-09","131.64","162.48"
"TEQ-7","CO5","H","2016-09","127.72","177.48"
"TEQ-64","CO10","MIN","2016-09","47.52","47.52"
"TEQ-24","CO2","H","2016-09","298.28","300.28"
"TEQ-37","CO4","H","2016-09","1104.88","1226.00"
"TEQ-62","CO3","H","2016-09","27.84","39.72"
"TEQ-18","CO4","H","2016-09","1502.68","1657.76"
"TEQ-17","CO2","H","2016-09","158.04","160.00"
"TEQ-44","CO10","H","2016-09","44.60","57.44"
"TEQ-44","CO3","H","2016-09","390.44","410.08"
"TEQ-29","CO3","H","2016-09","3009.68","3428.80"
"TEQ-29","CO5","H","2016-09","252.80","287.68"
"TEQ-46","CO4","H","2016-09","145.80","180.24"
"TEQ-66","CO4","H","2016-09","241.68","276.28"
"TEQ-37","CO2","H","2016-09","478.16","491.36"
"TEQ-49","CO2","H","2016-09","110.12","114.08"
"TEQ-6","CO5","H","2016-09","84.40","95.04"
"TEQ-7","CO10","H","2016-09","467.44","700.80"
"TEQ-21","CO2","H","2016-09","87.12","87.12"
"TEQ-73","CO5","H","2016-09","384.08","400.32"
"TEQ-79","CO4","MIN","2016-09","51.48","51.48"
"TEQ-19","CO10","H","2016-09","328.96","463.76"
"TEQ-29","CO4","H","2016-09","1986.56","2214.84"
"TEQ-31","CO2","H","2016-09","256.28","255.48"
"TEQ-72","CO3","H","2016-09","1152.64","1192.36"
"TEQ-44","CO4","H","2016-09","271.60","312.88"
"TEQ-37","CO5","H","2016-09","214.24","326.12"
"TEQ-27","CO10","H","2016-09","85.28","124.88"
"TEQ-73","CO4","H","2016-09","596.56","630.92"
"TEQ-2","CO4","H","2016-09","111.84","154.48"
"TEQ-47","CO4","H","2016-09","390.64","437.00"
"TEQ-49","CO4","H","2016-09","765.92","801.80"
"TEQ-17","CO4","H","2016-09","167.60","170.36"
"TEQ-50","CO10","H","2016-09","784.64","863.48"
"TEQ-12","CO3","H","2016-09","370.80","486.92"
"TEQ-66","CO5","H","2016-09","76.88","83.16"
"TEQ-72","CO10","H","2016-09","232.40","253.12"
"TEQ-29","CO10","H","2016-09","1836.60","2219.28"
"TEQ-46","CO5","H","2016-09","15.84","15.84"
"TEQ-49","CO10","H","2016-09","590.80","607.04"
"TEQ-72","CO4","H","2016-09","609.40","619.56"
"TEQ-6","CO3","H","2016-09","494.60","623.40"
"TEQ-29","CO2","H","2016-09","641.04","660.36"
"TEQ-7","CO4","H","2016-09","897.76","1046.12"
"TEQ-12","CO4","H","2016-09","226.60","265.40"
"TEQ-7","CO3","H","2016-09","898.40","1066.48"
"TEQ-12","CO10","H","2016-09","285.84","318.12"
"TEQ-27","CO3","H","2016-09","95.04","106.92"
"TEQ-13","CO5","H","2016-09","16.68","17.92"
"TEQ-45","CO4","H","2016-09","715.08","751.32"
"TEQ-21","CO3","H","2016-09","91.52","114.84"
"","CO4","H","2016-09","2321.20","2399.92"
"TEQ-18","CO3","MIN","2016-09","467.28","467.28"
"TEQ-27","CO4","H","2016-09","164.36","229.68"
"TEQ-52","CO4","H","2016-09","3.96","3.96"
"TEQ-52","CO2","H","2016-09","3.96","3.96"
"TEQ-68","CO2","H","2016-09","160.04","158.08"
"TEQ-77","CO10","H","2016-09","394.68","441.56"
"TEQ-43","CO3","H","2016-09","454.40","540.56"
"TEQ-63","CO10","MIN","2016-09","63.36","63.36"
"TEQ-47","CO5","H","2016-09","62.04","85.56"
"TEQ-63","CO3","MIN","2016-09","7.92","7.92"
"TEQ-24","CO4","H","2016-09","304.80","338.08"
"TEQ-10","CO3","H","2016-09","125.12","166.28"
"TEQ-11","CO8","H","2016-09","0.00","0.00"
"TEQ-10","CO4","H","2016-09","167.96","177.44"
"TEQ-39","CO4","H","2016-09","7.92","7.92"
"TEQ-33","CO4","H","2016-09","74.08","80.40"
"TEQ-48","CO4","H","2016-09","884.52","892.84"
"TEQ-48","CO8","H","2016-09","0.00","0.00"
"TEQ-18","CO8","H","2016-09","0.00","0.00"
"TEQ-1","CO3","H","2016-09","72.56","78.88"
"TEQ-12","CO5","H","2016-09","45.08","101.92"
"TEQ-46","CO8","H","2016-09","0.00","0.00"
"TEQ-51","CO10","H","2016-09","674.04","981.84"
"TEQ-51","CO4","H","2016-09","462.36","544.32"
"TEQ-20","CO3","H","2016-09","52.08","53.48"
"TEQ-18","CO3","H","2016-09","1233.12","1333.64"
"TEQ-8","CO4","H","2016-09","72.92","81.60"
"TEQ-18","CO4","MIN","2016-09","479.16","483.12"
"TEQ-11","CO4","H","2016-09","46.40","46.40"
"TEQ-28","CO5","H","2016-09","183.80","178.28"
"TEQ-23","CO3","H","2016-09","63.88","65.44"
"TEQ-74","CO4","H","2016-09","341.84","401.20"
"TEQ-25","CO3","H","2016-09","123.88","113.60"
"TEQ-28","CO3","H","2016-09","908.76","1031.60"
"TEQ-8","CO10","H","2016-09","20.80","17.60"
"TEQ-41","CO10","H","2016-09","28.76","29.16"
"TEQ-18","CO5","H","2016-09","170.84","345.08"
"TEQ-45","CO10","H","2016-09","393.28","399.96"
"TEQ-64","CO3","H","2016-09","71.56","73.52"
"TEQ-54","CO3","H","2016-09","36.96","40.96"
"TEQ-3","CO4","H","2016-09","61.40","63.36"
"TEQ-2","CO3","H","2016-09","113.08","124.76"
"TEQ-78","CO10","H","2016-09","24.60","43.56"
"TEQ-28","CO10","H","2016-09","1415.04","1397.72"
"TEQ-13","CO10","H","2016-09","247.00","254.92"
"TEQ-30","CO4","H","2016-09","138.60","138.60"
"TEQ-22","CO3","H","2016-09","1039.16","1183.60"
"TEQ-28","CO4","H","2016-09","795.44","807.28"
"TEQ-22","CO10","H","2016-09","265.68","330.28"
"TEQ-77","CO4","H","2016-09","204.36","246.88"
"TEQ-24","CO5","H","2016-09","226.20","253.60"
"TEQ-28","CO9","H","2016-09","31.68","31.68"
"TEQ-45","CO3","H","2016-09","393.60","409.08"
"TEQ-18","CO10","H","2016-09","2539.16","2936.12"
"TEQ-10","CO10","H","2016-09","146.44","145.68"
"TEQ-43","CO4","H","2016-09","281.20","285.12"
"TEQ-31","CO5","H","2016-09","32.20","32.20"
"TEQ-6","CO4","H","2016-09","474.92","507.24"
"TEQ-10","CO4","MIN","2016-09","106.92","106.92"
"TEQ-54","CO4","H","2016-09","56.24","56.24"
"TEQ-20","CO10","H","2016-09","26.96","51.48"
"TEQ-7","CO3","MIN","2016-09","7.16","15.84"
"TEQ-37","CO9","H","2016-09","4.76","7.92"
"TEQ-58","CO3","H","2016-09","33.72","33.72"
"TEQ-79","CO3","H","2016-09","54.48","55.24"
"TEQ-6","CO10","H","2016-09","86.28","188.72"
"TEQ-16","CO4","H","2016-09","46.56","55.44"
"TEQ-11","CO3","H","2016-09","107.72","105.00"
"TEQ-48","CO2","H","2016-09","40.80","44.76"
"TEQ-51","CO3","H","2016-09","763.48","1008.08"
"TEQ-74","CO10","H","2016-09","1300.48","1544.04"
"TEQ-73","CO2","H","2016-09","23.76","23.76"
"TEQ-79","CO10","H","2016-09","56.92","56.92"
"TEQ-79","CO4","H","2016-09","110.12","118.80"
"TEQ-25","CO10","H","2016-09","117.84","116.28"
"TEQ-35","CO10","H","2016-09","43.68","43.68"
"TEQ-33","CO10","H","2016-09","58.52","58.52"
"TEQ-33","CO5","H","2016-09","26.76","28.72"
"TEQ-74","CO5","H","2016-09","82.16","82.16"
"TEQ-25","CO5","H","2016-09","0.40","0.40"
"TEQ-10","CO5","H","2016-09","34.96","34.96"
"TEQ-3","CO10","H","2016-09","11.20","11.20"
"TEQ-71","CO10","H","2016-09","4.00","4.00"
"TEQ-43","CO5","H","2016-09","18.24","21.04"
"TEQ-64","CO5","H","2016-09","35.96","41.72"
"TEQ-30","CO10","H","2016-09","35.76","33.80"
"TEQ-64","CO10","H","2016-09","52.36","52.36"
"TEQ-63","CO10","H","2016-09","42.44","42.44"
"TEQ-50","CO3","MIN","2016-09","35.64","35.64"
"TEQ-63","CO4","H","2016-09","15.84","15.84"
"TEQ-42","CO4","H","2016-09","27.72","27.72"
"TEQ-25","CO4","H","2016-09","138.60","138.60"
"TEQ-10","CO10","MIN","2016-09","106.92","106.92"
"TEQ-43","CO10","MIN","2016-09","102.96","102.96"
"TEQ-42","CO10","H","2016-09","33.16","33.16"
"TEQ-43","CO10","H","2016-09","106.68","103.96"
"TEQ-45","CO2","H","2016-09","13.88","13.88"
"TEQ-44","CO2","H","2016-09","165.56","165.56"
"TEQ-18","CO2","H","2016-09","224.96","231.68"
"TEQ-50","CO4","H","2016-09","342.44","455.44"
"TEQ-18","CO10","MIN","2016-09","526.68","550.44"
"TEQ-34","CO3","H","2016-09","42.88","42.88"
"TEQ-74","CO3","MIN","2016-09","665.28","665.28"
"TEQ-16","CO10","H","2016-09","23.44","47.52"
"TEQ-35","CO3","H","2016-09","34.28","34.28"
"TEQ-28","CO3","MIN","2016-09","582.12","582.12"
"TEQ-70","CO3","H","2016-09","202.16","227.84"
"TEQ-6","CO2","H","2016-09","448.00","452.76"
"TEQ-28","CO10","MIN","2016-09","582.12","586.08"
"TEQ-34","CO10","H","2016-09","21.80","21.80"
"TEQ-16","CO3","H","2016-09","208.60","222.44"
"TEQ-32","CO5","H","2016-09","19.12","19.12"
"TEQ-41","CO3","H","2016-09","61.84","65.00"
"TEQ-64","CO4","H","2016-09","114.08","128.72"
"TEQ-38","CO3","H","2016-09","87.16","90.32"
"","CO9","H","2016-09","308.96","318.84"
"TEQ-45","CO10","MIN","2016-09","67.32","67.32"
"TEQ-41","CO4","H","2016-09","29.72","31.68"
"TEQ-48","CO10","H","2016-09","95.72","97.68"
"TEQ-79","CO3","MIN","2016-09","11.88","11.88"
"TEQ-72","CO5","H","2016-09","35.00","44.88"
"TEQ-7","CO2","H","2016-09","319.24","326.48"
"TEQ-77","CO2","H","2016-09","223.80","227.36"
"TEQ-22","CO2","H","2016-09","142.96","144.56"
"TEQ-47","CO2","H","2016-09","234.12","237.28"
"TEQ-42","CO3","H","2016-09","27.72","31.68"
"TEQ-70","CO4","H","2016-09","129.96","144.56"
"TEQ-71","CO4","MIN","2016-09","35.64","35.64"
"TEQ-46","CO2","H","2016-09","52.32","71.32"
"TEQ-59","CO3","H","2016-09","59.52","59.52"
"TEQ-25","CO10","MIN","2016-09","23.76","23.76"
"TEQ-33","CO3","H","2016-09","38.56","42.52"
"TEQ-18","CO9","H","2016-09","146.52","142.56"
"TEQ-34","CO5","MIN","2016-09","7.92","7.92"
"TEQ-64","CO5","MIN","2016-09","15.84","15.84"
"TEQ-34","CO4","H","2016-09","95.04","95.04"
"TEQ-35","CO4","H","2016-09","79.20","79.20"
"TEQ-12","CO2","H","2016-09","79.60","83.56"
"TEQ-49","CO5","H","2016-09","33.96","45.48"
"TEQ-58","CO5","H","2016-09","3.96","3.96"
"TEQ-72","CO9","H","2016-09","11.88","11.88"
"TEQ-2","CO2","H","2016-09","31.68","31.68"
"TEQ-54","CO5","MIN","2016-09","31.68","31.68"
"TEQ-19","CO5","MIN","2016-09","95.04","95.04"
"TEQ-41","CO3","MIN","2016-09","7.92","7.92"
"TEQ-23","CO4","H","2016-09","47.52","47.52"
"TEQ-54","CO10","H","2016-09","17.04","17.04"
"TEQ-29","CO9","H","2016-09","3.96","3.96"
"TEQ-75","CO3","H","2016-09","3.96","3.96"
"TEQ-13","CO4","MIN","2016-09","35.64","35.64"
"TEQ-64","CO4","MIN","2016-09","39.60","39.60"
"TEQ-28","CO4","MIN","2016-09","380.16","384.12"
"TEQ-66","CO4","MIN","2016-09","7.92","7.92"
"TEQ-70","CO4","MIN","2016-09","99.00","99.00"
"TEQ-44","CO5","H","2016-09","47.52","47.52"
"TEQ-50","CO2","H","2016-09","215.88","215.08"
"TEQ-74","CO4","MIN","2016-09","142.56","142.56"
"TEQ-38","CO4","MIN","2016-09","7.92","7.92"
"TEQ-3","CO4","MIN","2016-09","15.84","15.84"
"TEQ-46","CO4","MIN","2016-09","11.88","15.84"
"TEQ-51","CO2","H","2016-09","140.68","151.32"
"TEQ-43","CO4","MIN","2016-09","59.40","59.40"
"TEQ-63","CO3","H","2016-09","47.60","47.60"
"TEQ-8","CO3","H","2016-09","61.84","64.60"
"TEQ-19","CO4","MIN","2016-09","23.76","23.76"
"TEQ-41","CO4","MIN","2016-09","39.60","39.60"
"TEQ-38","CO10","H","2016-09","32.36","31.16"
"TEQ-38","CO4","H","2016-09","30.12","35.64"
"TEQ-30","CO3","H","2016-09","31.76","30.96"
"TEQ-66","CO9","H","2016-09","35.64","35.64"
"TEQ-68","CO9","H","2016-09","39.60","47.52"
"TEQ-13","CO2","H","2016-09","19.80","19.80"
"","CO2","H","2016-09","47.52","47.52"
"TEQ-72","CO2","H","2016-09","77.24","77.24"
"TEQ-62","CO4","H","2016-09","50.52","51.52"
"TEQ-62","CO10","H","2016-09","19.80","19.80"
"TEQ-48","CO9","H","2016-09","6.36","7.92"
"TEQ-40","CO3","H","2016-09","0.00","0.00"
"TEQ-6","CO2","MIN","2016-09","7.92","7.92"
"TEQ-29","CO2","MIN","2016-09","11.88","11.88"
"TEQ-33","CO10","MIN","2016-09","63.36","63.36"
"TEQ-20","CO4","H","2016-09","7.92","11.88"
"TEQ-19","CO10","MIN","2016-09","71.28","71.28"
"TEQ-32","CO3","H","2016-09","83.16","83.16"
"TEQ-28","CO2","H","2016-09","31.68","39.60"
"TEQ-5","CO4","H","2016-09","7.92","7.92"
"TEQ-1","CO4","H","2016-09","35.68","35.68"
"TEQ-53","CO4","H","2016-09","7.92","7.92"
"TEQ-64","CO2","H","2016-09","7.92","7.92"
"TEQ-74","CO10","MIN","2016-09","586.08","704.88"
"TEQ-30","CO10","MIN","2016-09","31.68","31.68"
"TEQ-78","CO3","H","2016-09","23.76","23.76"
"TEQ-32","CO4","H","2016-09","7.92","7.92"
"TEQ-71","CO3","H","2016-09","7.92","7.92"
"TEQ-38","CO5","H","2016-09","6.36","6.36"
"TEQ-32","CO10","H","2016-09","11.20","11.20"
"TEQ-79","CO5","H","2016-09","16.40","16.40"
"TEQ-23","CO10","H","2016-09","15.88","15.88"
"TEQ-3","CO3","H","2016-09","15.16","12.40"
"TEQ-74","CO2","H","2016-09","29.76","37.64"
"TEQ-54","CO4","MIN","2016-09","35.64","35.64"
"TEQ-43","CO3","MIN","2016-09","71.28","71.28"
"TEQ-25","CO4","MIN","2016-09","31.68","31.68"
"TEQ-60","CO3","H","2016-09","0.00","0.00"
"TEQ-16","CO5","H","2016-09","0.80","3.96"
"TEQ-7","CO9","H","2016-09","5.56","11.88"
"TEQ-50","CO2","MIN","2016-09","3.96","3.96"
"TEQ-7","CO2","MIN","2016-09","7.92","7.92"
"TEQ-51","CO2","MIN","2016-09","7.92","7.92"
"TEQ-22","CO9","H","2016-09","0.00","3.96"
"TEQ-78","CO4","H","2016-09","23.76","31.68"
"TEQ-34","CO4","MIN","2016-09","39.60","39.60"
"TEQ-45","CO5","MIN","2016-09","114.84","114.84"
"TEQ-13","CO3","MIN","2016-09","51.48","51.48"
"TEQ-74","CO5","MIN","2016-09","55.44","55.44"
"TEQ-25","CO5","MIN","2016-09","39.60","39.60"
"TEQ-47","CO2","MIN","2016-09","3.96","3.96"
"TEQ-71","CO4","H","2016-09","5.96","7.92"
"TEQ-32","CO5","MIN","2016-09","15.84","15.84"
"TEQ-19","CO2","MIN","2016-09","3.96","3.96"
"TEQ-38","CO3","MIN","2016-09","7.92","7.92"
"TEQ-71","CO10","MIN","2016-09","39.60","39.60"
"TEQ-62","CO5","H","2016-09","3.96","3.96"
"TEQ-33","CO5","MIN","2016-09","23.76","23.76"
"TEQ-70","CO3","MIN","2016-09","11.88","11.88"
"TEQ-18","CO5","MIN","2016-09","79.20","79.20"
"TEQ-10","CO5","MIN","2016-09","15.84","15.84"
"TEQ-36","CO5","H","2016-09","3.96","3.96"
"TEQ-79","CO5","MIN","2016-09","7.92","7.92"
"TEQ-19","CO3","MIN","2016-09","23.76","23.76"
"TEQ-25","CO3","MIN","2016-09","11.88","11.88"
"TEQ-25","CO2","H","2016-09","29.72","31.68"
"TEQ-32","CO3","MIN","2016-09","47.52","47.52"
"TEQ-41","CO10","MIN","2016-09","35.64","35.64"
"TEQ-45","CO2","MIN","2016-09","7.92","7.92"
"TEQ-33","CO4","MIN","2016-09","19.80","19.80"
"TEQ-43","CO2","H","2016-09","15.84","14.32"
"TEQ-45","CO9","H","2016-09","7.92","7.92"
"TEQ-48","CO4","MIN","2016-09","7.92","7.92"
"TEQ-32","CO4","MIN","2016-09","19.80","19.80"
"TEQ-13","CO10","MIN","2016-09","122.76","126.72"
"TEQ-33","CO3","MIN","2016-09","71.28","71.28"
"TEQ-35","CO5","H","2016-09","9.56","9.56"
"TEQ-34","CO5","H","2016-09","7.92","5.96"
"TEQ-75","CO10","H","2016-09","9.92","9.92"
"TEQ-13","CO5","MIN","2016-09","7.92","7.92"
"TEQ-38","CO10","MIN","2016-09","3.96","3.96"
"TEQ-71","CO5","H","2016-09","1.20","1.20"
"TEQ-10","CO3","MIN","2016-09","31.68","31.68"
"TEQ-1","CO3","MIN","2016-09","31.68","31.68"
"TEQ-1","CO10","H","2016-09","21.84","21.84"
"TEQ-66","CO2","H","2016-09","120.88","132.76"
"TEQ-70","CO2","H","2016-09","11.88","11.88"
"TEQ-70","CO10","MIN","2016-09","7.92","7.92"
"TEQ-23","CO10","MIN","2016-09","11.88","11.88"
"TEQ-76","CO4","H","2016-09","3.96","3.96"
"TEQ-42","CO2","H","2016-09","7.92","7.92"
"TEQ-10","CO2","H","2016-09","23.76","23.76"
"TEQ-64","CO9","H","2016-09","3.96","3.96"
"TEQ-63","CO4","MIN","2016-09","7.92","7.92"
"TEQ-51","CO9","H","2016-09","3.96","3.96"
"TEQ-34","CO10","MIN","2016-09","7.92","7.92"
"TEQ-79","CO10","MIN","2016-09","19.80","19.80"
"TEQ-75","CO5","H","2016-09","3.96","3.96"
"TEQ-67","CO10","H","2016-09","3.96","3.96"
"TEQ-29","CO10","MIN","2016-09","3.96","3.96"
"TEQ-8","CO2","H","2016-09","3.96","3.96"
"TEQ-23","CO5","H","2016-09","3.60","3.60"
"TEQ-30","CO5","H","2016-09","1.20","1.20"
"TEQ-30","CO5","MIN","2016-09","7.92","7.92"
"TEQ-41","CO5","MIN","2016-09","31.68","31.68"
"TEQ-2","CO5","H","2016-09","2.00","3.96"
"","CO5","MIN","2016-09","3.96","3.96"
"TEQ-79","CO2","H","2016-09","93.08","102.96"
"TEQ-17","CO5","H","2016-09","12.00","12.00"
"TEQ-11","CO10","MIN","2016-09","11.88","11.88"
"TEQ-74","CO9","H","2016-09","0.00","0.00"
"TEQ-69","CO4","H","2016-09","7.92","7.92"
"TEQ-69","CO3","H","2016-09","7.92","7.92"
"TEQ-5","CO2","H","2016-09","0.00","0.00"
"TEQ-11","CO2","H","2016-09","0.00","0.00"
"TEQ-10","CO9","H","2016-09","0.00","0.00"
"TEQ-14","CO4","MIN","2016-09","3.96","3.96"
"TEQ-37","CO4","MIN","2016-09","3.96","3.96"
"","CO4","MIN","2016-09","11.88","11.88"
"TEQ-26","CO3","H","2016-09","43.56","83.16"
"TEQ-46","CO9","H","2016-09","3.96","3.96"
"","CO10","MIN","2016-09","23.76","23.76"
"TEQ-18","CO2","H","2016-08","251.52","249.56"
"TEQ-45","CO4","H","2016-08","662.28","711.68"
"TEQ-17","CO2","H","2016-08","149.32","149.32"
"TEQ-32","CO3","H","2016-08","118.80","118.80"
"TEQ-18","CO4","H","2016-08","1695.16","1766.64"
"TEQ-28","CO4","H","2016-08","935.32","1015.56"
"TEQ-28","CO3","H","2016-08","988.48","1073.80"
"TEQ-29","CO2","H","2016-08","1149.76","1200.16"
"TEQ-43","CO3","H","2016-08","578.60","638.36"
"TEQ-18","CO3","H","2016-08","1448.00","1498.84"
"TEQ-30","CO3","H","2016-08","72.64","263.00"
"TEQ-44","CO2","H","2016-08","200.80","203.16"
"TEQ-54","CO2","H","2016-08","19.80","23.76"
"TEQ-37","CO4","H","2016-08","1057.68","1130.80"
"TEQ-29","CO4","H","2016-08","2349.44","2618.68"
"TEQ-48","CO4","H","2016-08","664.64","689.56"
"TEQ-45","CO2","H","2016-08","50.72","52.28"
"TEQ-3","CO2","H","2016-08","31.68","31.68"
"TEQ-7","CO4","H","2016-08","939.08","1058.16"
"TEQ-13","CO3","H","2016-08","300.52","319.52"
"TEQ-77","CO4","H","2016-08","303.52","344.56"
"TEQ-8","CO3","H","2016-08","88.28","94.72"
"TEQ-73","CO4","H","2016-08","645.28","672.12"
"TEQ-43","CO4","H","2016-08","169.52","175.44"
"TEQ-48","CO3","H","2016-08","852.20","901.48"
"TEQ-19","CO4","H","2016-08","853.92","892.20"
"TEQ-3","CO4","H","2016-08","112.08","114.84"
"TEQ-34","CO4","H","2016-08","72.08","75.24"
"TEQ-68","CO4","H","2016-08","904.32","945.72"
"TEQ-41","CO4","H","2016-08","43.56","43.56"
"TEQ-24","CO3","H","2016-08","756.80","821.72"
"TEQ-18","CO10","H","2016-08","2540.72","2608.52"
"TEQ-10","CO4","H","2016-08","211.12","237.60"
"TEQ-21","CO4","H","2016-08","241.56","277.20"
"TEQ-51","CO10","H","2016-08","930.32","1053.52"
"TEQ-30","CO4","H","2016-08","87.12","87.12"
"TEQ-49","CO2","H","2016-08","59.40","59.40"
"TEQ-8","CO4","H","2016-08","58.24","61.40"
"TEQ-70","CO4","H","2016-08","194.04","199.20"
"TEQ-28","CO2","H","2016-08","138.60","144.56"
"TEQ-26","CO4","H","2016-08","93.88","102.96"
"TEQ-29","CO3","H","2016-08","4615.20","4975.36"
"TEQ-52","CO2","H","2016-08","7.92","7.92"
"","CO4","H","2016-08","1991.48","2023.48"
"TEQ-25","CO2","H","2016-08","11.88","11.88"
"TEQ-19","CO2","H","2016-08","340.32","345.44"
"","CO7","H","2016-08","7.56","43.64"
"TEQ-12","CO4","H","2016-08","333.04","364.64"
"TEQ-63","CO4","H","2016-08","59.40","59.40"
"TEQ-6","CO10","H","2016-08","76.72","123.68"
"TEQ-63","CO2","H","2016-08","3.96","3.96"
"TEQ-30","CO2","H","2016-08","3.96","3.96"
"TEQ-43","CO2","H","2016-08","13.88","13.88"
"TEQ-63","CO3","H","2016-08","103.28","103.28"
"TEQ-22","CO10","H","2016-08","243.52","272.88"
"TEQ-27","CO2","H","2016-08","59.40","59.40"
"TEQ-27","CO4","H","2016-08","87.12","102.96"
"TEQ-26","CO2","H","2016-08","129.12","146.52"
"TEQ-6","CO3","H","2016-08","610.80","709.20"
"TEQ-16","CO3","H","2016-08","118.96","126.88"
"TEQ-73","CO5","H","2016-08","278.76","314.44"
"TEQ-37","CO5","H","2016-08","183.96","217.12"
"TEQ-45","CO3","H","2016-08","514.64","551.08"
"TEQ-27","CO10","H","2016-08","123.72","145.32"
"TEQ-66","CO5","H","2016-08","163.76","204.48"
"TEQ-50","CO3","H","2016-08","431.52","523.44"
"TEQ-22","CO4","H","2016-08","266.48","306.92"
"TEQ-6","CO4","H","2016-08","699.24","724.72"
"TEQ-77","CO2","H","2016-08","76.52","76.52"
"TEQ-22","CO2","H","2016-08","69.32","69.32"
"TEQ-7","CO2","H","2016-08","233.36","239.28"
"TEQ-19","CO3","H","2016-08","793.72","889.08"
"TEQ-46","CO4","H","2016-08","320.00","325.92"
"TEQ-37","CO10","H","2016-08","1545.88","1811.20"
"TEQ-51","CO3","H","2016-08","1144.04","1291.12"
"TEQ-50","CO4","H","2016-08","461.68","547.32"
"TEQ-51","CO4","H","2016-08","515.88","576.24"
"TEQ-12","CO3","H","2016-08","325.56","407.12"
"TEQ-7","CO3","H","2016-08","673.16","695.76"
"TEQ-31","CO3","H","2016-08","963.52","1177.84"
"TEQ-26","CO3","H","2016-08","122.76","205.92"
"TEQ-24","CO2","H","2016-08","167.52","169.52"
"TEQ-50","CO5","H","2016-08","93.36","122.76"
"TEQ-44","CO4","H","2016-08","211.60","266.56"
"TEQ-24","CO4","H","2016-08","327.52","334.44"
"TEQ-79","CO4","H","2016-08","108.92","114.84"
"TEQ-74","CO3","H","2016-08","586.72","648.48"
"TEQ-34","CO10","H","2016-08","21.04","29.72"
"","CO5","H","2016-08","586.24","647.64"
"TEQ-41","CO5","H","2016-08","20.64","26.96"
"TEQ-41","CO3","H","2016-08","128.88","131.24"
"TEQ-13","CO4","H","2016-08","203.84","247.52"
"TEQ-25","CO4","H","2016-08","128.72","158.40"
"TEQ-28","CO9","H","2016-08","0.80","7.92"
"TEQ-74","CO4","H","2016-08","391.00","417.84"
"TEQ-20","CO3","H","2016-08","151.52","170.28"
"TEQ-22","CO3","H","2016-08","349.80","405.64"
"TEQ-7","CO10","H","2016-08","314.40","351.92"
"TEQ-77","CO3","H","2016-08","485.80","563.64"
"TEQ-47","CO10","H","2016-08","312.36","394.60"
"TEQ-19","CO10","H","2016-08","364.64","494.64"
"TEQ-12","CO2","H","2016-08","183.36","191.28"
"TEQ-12","CO10","H","2016-08","204.76","253.20"
"TEQ-50","CO10","H","2016-08","337.40","379.32"
"TEQ-66","CO4","H","2016-08","209.92","215.84"
"TEQ-50","CO2","H","2016-08","180.20","180.20"
"TEQ-21","CO2","H","2016-08","47.52","47.52"
"TEQ-21","CO3","H","2016-08","121.24","135.88"
"TEQ-37","CO3","H","2016-08","1750.68","1962.76"
"TEQ-52","CO4","H","2016-08","7.92","7.92"
"TEQ-29","CO10","H","2016-08","2751.60","2970.64"
